file,line,current_cerr,message_template,context_function,classification,tag_composition,proposed_enum_name,wording_change
src/ast/ast_infer_type_make.cpp,848,invalid_block,[[variant]] can't have where closure,InferTypes::visit(ExprMakeStruct),primary,invalid | variant | block,invalid_variant_block,
src/ast/ast_infer_type_make.cpp,857,field_already_initialized,variant only supports one initializer,InferTypes::visit(ExprMakeStruct),primary,invalid | variant,invalid_variant_initializer_count,
src/ast/ast_infer_type_make.cpp,872,invalid_type,<var> is not a class but a tuple,InferTypes::visit(ExprMakeStruct),primary,invalid | class | tuple,invalid_class_tuple,
src/ast/ast_infer_type_make.cpp,876,invalid_type,<var> is not a struct but a tuple,InferTypes::visit(ExprMakeStruct),primary,invalid | structure | tuple,invalid_structure_tuple,
src/ast/ast_infer_type_make.cpp,880,invalid_type,<var> is not a variant but a tuple,InferTypes::visit(ExprMakeStruct),primary,invalid | variant | tuple,invalid_variant_tuple,
src/ast/ast_infer_type_make.cpp,885,invalid_block,[[tuple]] can't have where closure,InferTypes::visit(ExprMakeStruct),primary,invalid | tuple | block,invalid_tuple_block,
src/ast/ast_infer_type_make.cpp,917,invalid_type,can't initialize template structure <var>,InferTypes::visit(ExprMakeStruct),primary,invalid | structure | type,invalid_structure_template,
src/ast/ast_infer_type_make.cpp,926,field_already_initialized,field <var> is already initialized,InferTypes::visit(ExprMakeStruct),primary,already_declared | structure | field,already_declared_structure_field_init,
src/ast/ast_infer_type_make.cpp,941,,structure '<var>' is not fully resolved yet,InferTypes::visit(ExprMakeStruct),follow_on,not_resolved_yet | structure,not_resolved_yet_structure,missing cerr
src/ast/ast_infer_type_make.cpp,1035,invalid_type,enumeration <var> is missing 0 value,InferTypes::visit(ExprMakeStruct),primary,missing | enumeration | enumerator,missing_enumeration_zero_value,
src/ast/ast_infer_type_make.cpp,1060,invalid_type,undefined structure type <var>,InferTypes::visit(ExprMakeStruct),follow_on,not_resolved_yet | structure | type,not_resolved_yet_structure_type,
src/ast/ast_infer_type_make.cpp,1064,unsafe,skipping initializer for class initialization requires unsafe,InferTypes::visit(ExprMakeStruct),primary,unsafe | class,unsafe_class_initializer,
src/ast/ast_infer_type_make.cpp,1068,invalid_type,<var> is not a class,InferTypes::visit(ExprMakeStruct),primary,invalid | class,invalid_class,
src/ast/ast_infer_type_make.cpp,1072,invalid_type,<var> is not a struct,InferTypes::visit(ExprMakeStruct),primary,invalid | structure,invalid_structure,
src/ast/ast_infer_type_make.cpp,1076,invalid_type,<var> is not a variant,InferTypes::visit(ExprMakeStruct),primary,invalid | variant,invalid_variant,
src/ast/ast_infer_type_make.cpp,1080,invalid_type,<var> is not a tuple,InferTypes::visit(ExprMakeStruct),primary,invalid | tuple,invalid_tuple,
src/ast/ast_infer_type_make.cpp,1097,invalid_type,tuple element _<var> out of element range,InferTypes::visitMakeTupleIndex,primary,exceeds | tuple,exceeds_tuple_index,
src/ast/ast_infer_type_make.cpp,1106,cant_move,can't move from a constant value <var>,InferTypes::visitMakeTupleIndex,primary,cant | tuple,cant_move_tuple,
src/ast/ast_infer_type_make.cpp,1119,invalid_type,not fully defined tuple element type,InferTypes::visit(ExprMakeTuple),follow_on,not_resolved_yet | tuple | type,not_resolved_yet_tuple_type,
src/ast/ast_infer_type_make.cpp,1126,invalid_type,internal error. ExprMakeTuple with non-tuple record type,InferTypes::visit(ExprMakeTuple),internal,internal | tuple | type,internal_tuple_type,
src/ast/ast_infer_type_make.cpp,1132,invalid_type,declaring <var> arguments in <var>,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | argument | mismatching,mismatching_tuple_argument_count,
src/ast/ast_infer_type_make.cpp,1142,invalid_type,"invalid argument _<var>, expecting <var>, passing <var>",InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | argument | type,invalid_tuple_argument_type,
src/ast/ast_infer_type_make.cpp,1162,invalid_type,tuple element type can't be void,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | void,invalid_tuple_void,
src/ast/ast_infer_type_make.cpp,1172,invalid_type,tuple field names mismatch,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | field | mismatching,mismatching_tuple_field_names,
src/ast/ast_infer_type_make.cpp,1187,invalid_table_type,a => b tuple key can't be declared as a reference,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | ref,invalid_tuple_key_ref,
src/ast/ast_infer_type_make.cpp,1191,invalid_table_type,a => b tuple key has to be declare as a basic 'hashable' type,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | type,invalid_tuple_key_type,typo: declare -> declared
src/ast/ast_infer_type_make.cpp,1197,invalid_type,tuple element has to be copyable or moveable,InferTypes::visit(ExprMakeTuple),primary,invalid | tuple | type,invalid_tuple_type,
src/ast/ast_infer_type_make.cpp,1214,invalid_type,fixed_array<<var>> array type can't be reference,InferTypes::preVisit(ExprMakeArray),primary,invalid | array | ref,invalid_array_ref,
src/ast/ast_infer_type_make.cpp,1220,invalid_type,[[<var>]] array can only initialize single dimension arrays,InferTypes::preVisit(ExprMakeArray),primary,invalid | array,invalid_array_dimension_multi,
src/ast/ast_infer_type_make.cpp,1223,invalid_type,"[[<var>]] array dimension mismatch, provided <var> elements",InferTypes::preVisit(ExprMakeArray),primary,invalid | array | mismatching,mismatching_array_dimension,
src/ast/ast_infer_type_make.cpp,1228,invalid_type,[[<var>]] array can't be reference,InferTypes::preVisit(ExprMakeArray),primary,invalid | array | ref,invalid_array_ref,
src/ast/ast_infer_type_make.cpp,1259,invalid_array_type,"array type can't be inferred, <var> = <var>",InferTypes::visitMakeArrayIndex,follow_on,not_resolved_yet | array | type,not_resolved_yet_array_type,
src/ast/ast_infer_type_make.cpp,1266,invalid_array_type,array element type can't be void,InferTypes::visitMakeArrayIndex,primary,invalid | array | void,invalid_array_void,
src/ast/ast_infer_type_make.cpp,1275,invalid_array_type,"can't infer array auto type, first element type is undefined",InferTypes::visitMakeArrayIndex,follow_on,not_resolved_yet | array | type,not_resolved_yet_array_type,
src/ast/ast_infer_type_make.cpp,1296,invalid_type,can't recognize unique variant '<var>' in '<var>',InferTypes::visitMakeArrayIndex,primary,invalid | variant | type,invalid_variant_unique,
src/ast/ast_infer_type_make.cpp,1306,invalid_type,can't recognize unique variant '<var>' in '<var>',InferTypes::visitMakeArrayIndex,mid_inference,invalid | variant | type,invalid_variant_unique,verbose-gated branch with describe candidates
src/ast/ast_infer_type_make.cpp,1310,invalid_type,can't recognize unique variant,InferTypes::visitMakeArrayIndex,primary,invalid | variant | type,invalid_variant_unique,
src/ast/ast_infer_type_make.cpp,1331,cant_move,can't move from a constant value <var>,InferTypes::visitMakeArrayIndex,primary,cant | array,cant_move_array_element,
src/ast/ast_infer_type_make.cpp,1334,cant_pass_temporary,can't initialize array element with temporary value,InferTypes::visitMakeArrayIndex,primary,cant | array,cant_initialize_array_element_temporary,
src/ast/ast_infer_type_make.cpp,1386,invalid_type,array element has to be copyable or moveable,InferTypes::visit(ExprMakeArray),primary,invalid | array | type,invalid_array_element_type,
src/ast/ast_infer_type_make.cpp,1400,invalid_type,unknown value type,InferTypes::visit(ExprMakeArray),follow_on,not_resolved_yet | type,not_resolved_yet_value_type,
src/ast/ast_infer_type_make.cpp,1404,invalid_type,incompatible value type. expecting <var> vs <var>,InferTypes::visit(ExprMakeArray),primary,invalid | array | type | mismatching,mismatching_array_element_type,
src/ast/ast_infer_type_make.cpp,1426,invalid_type,array element type is not resolved,InferTypes::visit(ExprMakeArray),follow_on,not_resolved_yet | array | type,not_resolved_yet_array_type,
src/ast/ast_infer_type_make.cpp,1444,invalid_type,comprehension element has to be copyable or moveable,InferTypes::visit(ExprArrayComprehension),primary,invalid | array | type,invalid_comprehension_element_type,
src/ast/ast_infer_type_make.cpp,1447,invalid_type,comprehension element type is not resolved,InferTypes::visit(ExprArrayComprehension),follow_on,not_resolved_yet | array | type,not_resolved_yet_comprehension_type,
src/ast/ast_infer_type_op.cpp,34,invalid_type,operations on 'void' pointers are prohibited; <type>,InferTypes::visit(ExprOp1*),primary,cant | type | void,cant_type_void,
src/ast/ast_infer_type_op.cpp,47,invalid_type,"type is not fully inferred, fixed array dimension is unknown",InferTypes::visit(ExprOp1*),follow_on,not_resolved_yet | type | array,not_resolved_yet_array_type,
src/ast/ast_infer_type_op.cpp,58,operator_not_found,"pointer arithmetics only allows +, -, +=, -=, ++, --; not<op>",InferTypes::visit(ExprOp1*),primary,invalid | expression,invalid_pointer_arithmetic,
src/ast/ast_infer_type_op.cpp,66,operator_not_found,<op> can't be applied to non reference <type>,InferTypes::visit(ExprOp1*),primary,cant | expression | ref,cant_apply_op_non_reference,
src/ast/ast_infer_type_op.cpp,70,operator_not_found,<op> can't be applied to constant <type>,InferTypes::visit(ExprOp1*),primary,cant | expression | constant,cant_apply_op_constant,
src/ast/ast_infer_type_op.cpp,104,unsafe,unsafe operator '<name>' must be inside the 'unsafe' block,InferTypes::visit(ExprOp1*),primary,unsafe | expression,unsafe_operator,
src/ast/ast_infer_type_op.cpp,270,invalid_type,operations on 'void' pointers are prohibited; <type>,InferTypes::visit(ExprOp2*),primary,cant | type | void,cant_type_void,
src/ast/ast_infer_type_op.cpp,295,operator_not_found,"pointer arithmetics only allows +, -, +=, -=, ++, --; not<op>",InferTypes::visit(ExprOp2*),primary,invalid | expression,invalid_pointer_arithmetic,
src/ast/ast_infer_type_op.cpp,303,invalid_type,operations on incompatible pointers are prohibited; <type> vs <type>,InferTypes::visit(ExprOp2*),primary,invalid | type | mix,invalid_type_mix,
src/ast/ast_infer_type_op.cpp,310,invalid_type,operations on 'void' pointers are prohibited; <type>,InferTypes::visit(ExprOp2*),primary,cant | type | void,cant_type_void,
src/ast/ast_infer_type_op.cpp,327,invalid_type,operations on different enumerations are prohibited,InferTypes::visit(ExprOp2*),primary,invalid | enumeration | mix,invalid_enumeration_mix,
src/ast/ast_infer_type_op.cpp,360,unsafe,unsafe operator '<name>' must be inside the 'unsafe' block,InferTypes::visit(ExprOp2*),primary,unsafe | expression,unsafe_operator,
src/ast/ast_infer_type_op.cpp,379,operator_not_found,Op3 currently only supports 'is',InferTypes::visit(ExprOp3*),wording_fix,invalid | expression,invalid_op3_expression,"reword: 'Op3 currently only supports ?:' (code uses ?, not 'is')"
src/ast/ast_infer_type_op.cpp,385,condition_must_be_bool,cond operator condition must be boolean,InferTypes::visit(ExprOp3*),primary,invalid | expression,condition_must_be_bool,
src/ast/ast_infer_type_op.cpp,388,operator_not_found,cond operator must return the same types on both sides,InferTypes::visit(ExprOp3*),primary,mismatching | type,mismatching_type,
src/ast/ast_infer_type_op.cpp,392,invalid_type,"cond operator must return a value, not void",InferTypes::visit(ExprOp3*),primary,invalid | type | void,invalid_type_void,
src/ast/ast_infer_type_op.cpp,426,<param>,<errorText>; <type> = <type>,InferTypes::canCopyOrMoveType,primary,cant | type | void,cant_copy_void_pointer,
src/ast/ast_infer_type_op.cpp,433,<param>,<errorText>; <type> = <type>,InferTypes::canCopyOrMoveType,primary,cant | type | constant,cant_copy_to_non_const_pointer,
src/ast/ast_infer_type_op.cpp,439,<param>,<errorText>; <type> = <type>,InferTypes::canCopyOrMoveType,primary,mismatching | type,mismatching_type,
src/ast/ast_infer_type_op.cpp,455,<param>,<errorText>; <type> = <type>,InferTypes::canCopyOrMoveType,primary,mismatching | type,mismatching_type,
src/ast/ast_infer_type_op.cpp,479,cant_write_to_non_reference,can only move to a reference<info>,InferTypes::visit(ExprMove*),primary,cant | expression | ref,cant_move_to_non_reference,
src/ast/ast_infer_type_op.cpp,482,cant_write_to_non_reference,can only move to from a reference<info>,InferTypes::visit(ExprMove*),wording_fix,cant | expression | ref,cant_move_from_non_reference,"typo: 'move to from' -> 'move from'"
src/ast/ast_infer_type_op.cpp,485,cant_move_to_const,can't move to a constant value<info>,InferTypes::visit(ExprMove*),primary,cant | expression | constant,cant_move_to_const,
src/ast/ast_infer_type_op.cpp,488,cant_move,"this type can't be moved, use clone (:=) instead<info>",InferTypes::visit(ExprMove*),primary,cant | type,cant_move_type,
src/ast/ast_infer_type_op.cpp,491,cant_move,can't move from a constant value<info>,InferTypes::visit(ExprMove*),primary,cant | expression | constant,cant_move_from_const,
src/ast/ast_infer_type_op.cpp,494,cant_pass_temporary,can't move temporary value<info>,InferTypes::visit(ExprMove*),primary,cant | expression,cant_move_temporary,
src/ast/ast_infer_type_op.cpp,497,unsafe,moving values which contain smart pointers is unsafe,InferTypes::visit(ExprMove*),primary,unsafe | expression,unsafe_move_smart_pointer,
src/ast/ast_infer_type_op.cpp,502,unsafe,moving from the smart pointer value requires unsafe,InferTypes::visit(ExprMove*),primary,unsafe | expression,unsafe_move_from_smart_pointer,
src/ast/ast_infer_type_op.cpp,508,unsafe,moving classes requires unsafe<info>,InferTypes::visit(ExprMove*),primary,unsafe | class,unsafe_move_class,
src/ast/ast_infer_type_op.cpp,589,cant_write_to_non_reference,can only copy to a reference<info>,InferTypes::visit(ExprCopy*),primary,cant | expression | ref,cant_copy_to_non_reference,
src/ast/ast_infer_type_op.cpp,592,cant_write_to_const,can't write to a constant value<info>,InferTypes::visit(ExprCopy*),primary,cant | expression | constant,cant_write_to_const,
src/ast/ast_infer_type_op.cpp,595,cant_pass_temporary,can't copy temporary value<info>,InferTypes::visit(ExprCopy*),primary,cant | expression,cant_copy_temporary,
src/ast/ast_infer_type_op.cpp,598,unsafe,copying classes requires unsafe<info>,InferTypes::visit(ExprCopy*),primary,unsafe | class,unsafe_copy_class,
src/ast/ast_infer_type_op.cpp,602,cant_copy,this type can't be copied<info>,InferTypes::visit(ExprCopy*),primary,cant | type,cant_copy_type,
src/ast/ast_infer_type_op.cpp,710,operator_not_found,can only clone the same type <type> vs <type>,InferTypes::visit(ExprClone*),recategorize,mismatching | type,mismatching_clone_type,recategorize: cerror operator_not_found wrong; this is type-mismatch on clone (use mismatching_type)
src/ast/ast_infer_type_op.cpp,713,cant_write_to_non_reference,can only clone to a reference,InferTypes::visit(ExprClone*),primary,cant | expression | ref,cant_clone_to_non_reference,
src/ast/ast_infer_type_op.cpp,716,cant_write_to_const,can't write to a constant value <expr>,InferTypes::visit(ExprClone*),primary,cant | expression | constant,cant_clone_to_const,
src/ast/ast_infer_type_op.cpp,736,invalid_type,can only clone smart pointer to handled type,InferTypes::visit(ExprClone*),primary,invalid | type,invalid_clone_smart_pointer_type,
src/ast/ast_infer_type_report.cpp,358,<param>,<extra>,InferTypes::reportDualFunctionNotFound,mid_inference,lookup | function,lookup_function,gated by verbose; emits expensive describe()/candidate dump every infer pass
src/ast/ast_infer_type_report.cpp,360,<param>,<extra>,InferTypes::reportDualFunctionNotFound,primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,441,<param>,<extra>,InferTypes::reportFunctionNotFound,mid_inference,lookup | function,lookup_function,gated by verbose; emits expensive describe()/candidate dump every infer pass
src/ast/ast_infer_type_report.cpp,443,<param>,<extra>,InferTypes::reportFunctionNotFound,primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,506,<param>,<extra>,InferTypes::reportFunctionNotFound,mid_inference,lookup | function,lookup_function,gated by verbose; emits expensive describe()/candidate dump every infer pass
src/ast/ast_infer_type_report.cpp,508,<param>,<extra>,InferTypes::reportFunctionNotFound,primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,520,cant_copy,<message>,InferTypes::reportCantClone,mid_inference,cant | type,cant_clone_type,gated by verbose; emits trait-walk for clonable subtypes
src/ast/ast_infer_type_report.cpp,522,cant_copy,<message>,InferTypes::reportCantClone,primary,cant | type,cant_clone_type,
src/ast/ast_infer_type_report.cpp,534,<param>,<errorText>; <type>,InferTypes::reportCantCloneFromConst,mid_inference,cant | type | constant,cant_clone_from_const,gated by verbose; emits trait-walk for non-clonable-from-const subtypes
src/ast/ast_infer_type_report.cpp,536,<param>,<errorText>,InferTypes::reportCantCloneFromConst,primary,cant | type | constant,cant_clone_from_const,
src/ast/ast_infer_type_report.cpp,591,function_not_found,function not found <target>,InferTypes::reportFunctionNotFound(ExprAddr*),mid_inference,lookup | function,lookup_function,gated by verbose; emits library-wide candidate scan
src/ast/ast_infer_type_report.cpp,594,function_not_found,function not found <target>,InferTypes::reportFunctionNotFound(ExprAddr*),primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,607,function_already_declared,<message>,InferTypes::reportMissingFinalizer,recategorize,missing | function,missing_finalizer,recategorize: function_already_declared wrong cerr for missing finalizer (verbose path uses reportMissing which keeps it; non-verbose path emits as-is)
src/ast/ast_infer_type_report.cpp,659,<param>,no matching functions or generics: <name>,InferTypes::reportMissing(ExprNamedCall*),primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,669,<param>,too many matching functions or generics: <name>,InferTypes::reportExcess(ExprNamedCall*),primary,ambiguous | function,ambiguous_function,
src/ast/ast_infer_type_report.cpp,723,<param>,no matching functions or generics: <name>,InferTypes::reportMissing(ExprLooksLikeCall*),primary,lookup | function,lookup_function,
src/ast/ast_infer_type_report.cpp,735,<param>,too many matching functions or generics: <name>,InferTypes::reportExcess(ExprLooksLikeCall*),primary,ambiguous | function,ambiguous_function,
src/ast/ast_infer_type_report.cpp,745,operator_not_found,numeric operator '<op>' left side must be reference,InferTypes::reportOp2Errors,primary,cant | expression | ref,cant_assign_op_non_reference,"reword: drop trailing period for consistency"
src/ast/ast_infer_type_report.cpp,749,operator_not_found,numeric operator '<op>' left side can't be constant,InferTypes::reportOp2Errors,primary,cant | expression | constant,cant_assign_op_constant,"reword: drop trailing period for consistency"
src/ast/ast_infer_type_report.cpp,756,operator_not_found,numeric operator '<op>' type mismatch. both sides have to be of the same type; <op> is not defined,InferTypes::reportOp2Errors,mid_inference,mismatching | type,mismatching_numeric_type,gated by verbose; expensive describe of try-the-following hint
src/ast/ast_infer_type_report.cpp,762,operator_not_found,numeric operator '<op>' type mismatch. both sides have to be of the same type,InferTypes::reportOp2Errors,primary,mismatching | type,mismatching_numeric_type,
src/ast/ast_infer_type_report.cpp,773,operator_not_found,numeric operator '<op>' type mismatch. both sides have to be of the same type. <op> is not defined,InferTypes::reportOp2Errors,mid_inference,mismatching | type,mismatching_numeric_type,gated by verbose; expensive describe of try-one-of-the-following hint
src/ast/ast_infer_type_report.cpp,779,operator_not_found,"numeric operator '<op>' is not defined for storage types (int8, uint8, int16, uint16)",InferTypes::reportOp2Errors,primary,invalid | type,invalid_storage_type_op,
src/ast/ast_infer_type_report.cpp,784,operator_not_found,numeric operator '<op>' type mismatch,InferTypes::reportOp2Errors,mid_inference,mismatching | type,mismatching_numeric_type,gated by verbose; emits describe of left/right baseTypes
src/ast/ast_infer_type_report.cpp,790,operator_not_found,numeric operator '<op>' type mismatch,InferTypes::reportOp2Errors,primary,mismatching | type,mismatching_numeric_type,
src/ast/ast.cpp,3033,invalid_annotation,can't create structure handle <var>,Program::addStructureHandle,primary,cant | structure | annotation,cant_create_structure_annotation,
src/ast/ast.cpp,3037,invalid_annotation,not a structure annotation <var>,Program::addStructureHandle,primary,invalid | structure | annotation,invalid_structure_annotation,
src/ast/ast.cpp,3066,type_not_found,undefined make type declaration type <var>,Program::makeTypeDeclaration,ambiguous,ambiguous | type,ambiguous_type,"wording: 'undefined' contradicts ambiguous semantics; cerr says type_not_found but multiple matches exist"
src/ast/ast.cpp,3076,structure_not_found,too many options for <var>,Program::makeTypeDeclaration,recategorize,ambiguous | structure,ambiguous_structure,"recategorize: structure_not_found when multiple found is wrong; should be ambiguous_structure"
src/ast/ast.cpp,3088,handle_not_found,not a handled type annotation <var>,Program::makeTypeDeclaration,recategorize,invalid | annotation,invalid_annotation,"recategorize: handle_not_found is misleading; this is a type-mismatch on the resolved annotation"
src/ast/ast.cpp,3094,handle_not_found,too many options for <var>,Program::makeTypeDeclaration,recategorize,ambiguous | annotation,ambiguous_annotation,"recategorize: handle_not_found should be ambiguous_annotation when multiple found"
src/ast/ast.cpp,3106,enumeration_not_found,too many options for <var>,Program::makeTypeDeclaration,recategorize,ambiguous | enumeration,ambiguous_enumeration,"recategorize: enumeration_not_found should be ambiguous_enumeration when multiple found"
src/ast/ast.cpp,3117,type_alias_not_found,too many options for <var>,Program::makeTypeDeclaration,recategorize,ambiguous | type_alias,ambiguous_type_alias,"recategorize: type_alias_not_found should be ambiguous_type_alias when multiple found"
src/ast/ast.cpp,3146,function_not_found,too many options for <var>,Program::makeCall,recategorize,ambiguous | function,ambiguous_function,"recategorize: function_not_found should be ambiguous_function when multiple found"
src/ast/ast.cpp,3527,,optimization macro <var>::<var> failed,Program::optimizationRefreshSemanticHashes,primary,runtime | macro,runtime_macro,missing cerr; suggest macro_failed
src/ast/ast_annotations.cpp,33,invalid_annotation,can't finalize structure annotation [<var>],FinAnnotationVisitor::preVisit(Structure*),primary,cant | structure | annotation,cant_finalize_structure_annotation,
src/ast/ast_annotations.cpp,45,invalid_annotation,can't finalize annotation [<var>],FinAnnotationVisitor::preVisit(Function*),primary,cant | function | annotation,cant_finalize_function_annotation,
src/ast/ast_annotations.cpp,57,invalid_annotation,can't finalize annotation [<var>],FinAnnotationVisitor::preVisit(ExprBlock*),primary,cant | block | annotation,cant_finalize_block_annotation,
src/ast/ast_annotations.cpp,65,invalid_annotation,internal error. both annotationData and Sid must be provided,FinAnnotationVisitor::preVisit(ExprBlock*),internal,internal | annotation,internal_annotation,
src/ast/ast_annotations.cpp,117,annotation_failed,function annotation patch failed,Program::patchAnnotations,primary,runtime | function | annotation,runtime_function_annotation,
src/ast/ast_annotations.cpp,131,annotation_failed,structure annotation patch failed,Program::patchAnnotations,primary,runtime | structure | annotation,runtime_structure_annotation,
src/ast/ast_annotations.cpp,179,annotation_failed,function annotation patch failed,Program::fixupAnnotations,primary,runtime | function | annotation,runtime_function_annotation,
src/ast/ast_const_folding.cpp,86,missing_node,internal compilation error <var> reached side-effect analysis with unresolved func,SideEffectVisitor::reportNullFunc,internal,internal | function | not_resolved_yet,internal_function_not_resolved_yet,
src/ast/ast_const_folding.cpp,851,,static assert condition is not constexpr or const,RunFolding::visit(ExprStaticAssert*),primary,invalid | expression,invalid_expression,missing cerr; suggest static_assert_failed or new not_constexpr
src/ast/ast_const_folding.cpp,859,,exception while computing static assert condition,RunFolding::visit(ExprStaticAssert*),primary,runtime | expression,runtime_expression,missing cerr; suggest static_assert_failed
src/ast/ast_const_folding.cpp,872,,exception while computing static assert message,RunFolding::visit(ExprStaticAssert*),primary,runtime | expression,runtime_expression,missing cerr; suggest static_assert_failed
src/ast/ast_const_folding.cpp,888,concept_failed,<var>,RunFolding::visit(ExprStaticAssert*),primary,missing | annotation,missing_annotation,"message is user-supplied; concept_failed cerr stays"
src/ast/ast_const_folding.cpp,894,static_assert_failed,<var>,RunFolding::visit(ExprStaticAssert*),primary,missing | annotation,missing_annotation,"message is user-supplied; static_assert_failed cerr stays"
src/ast/ast_const_folding.cpp,904,run_failed,function did not run at compilation time because it has side-effects,RunFolding::preVisit(ExprCall*),primary,runtime | function,runtime_function,
src/ast/ast_const_folding.cpp,907,run_failed,function did not run at compilation time,RunFolding::preVisit(ExprCall*),primary,runtime | function,runtime_function,
src/ast/ast_const_folding.cpp,962,run_failed,internal compilation error folding symbol was not marked as used,RunFolding::visit(ExprCall*),internal,internal | function,internal_function,
src/ast/ast_derive_alias.cpp,355,make_local_aliasing,[[<var> ]] always aliases,DeriveAliasingVisitor::preVisitMakeLocal,primary,invalid | expression | mix,invalid_expression_mix,
src/ast/ast_derive_alias.cpp,375,make_local_aliasing,[[<var> ]] always aliases,DeriveAliasingVisitor::preVisitMakeLocal,primary,invalid | expression | mix,invalid_expression_mix,
src/ast/ast_derive_alias.cpp,383,make_local_aliasing,[[<var> ]] aliases,DeriveAliasingVisitor::preVisitMakeLocal,primary,invalid | expression | mix,invalid_expression_mix,
src/ast/ast_derive_alias.cpp,447,argument_aliasing,invoke result always aliases,DeriveAliasingVisitor::preVisit(ExprInvoke*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,471,argument_aliasing,invoke result aliases argument <var>,DeriveAliasingVisitor::preVisit(ExprInvoke*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,480,argument_aliasing,invoke result aliases argument <var>,DeriveAliasingVisitor::preVisit(ExprInvoke*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,502,argument_aliasing,invoke result potentially aliases global <var> through function <var>,DeriveAliasingVisitor::preVisit(ExprInvoke*),primary,invalid | argument | global | mix,invalid_argument_global_mix,
src/ast/ast_derive_alias.cpp,506,argument_aliasing,invoke result potentially aliases global <var> through lambda at <var>,DeriveAliasingVisitor::preVisit(ExprInvoke*),primary,invalid | argument | global | mix,invalid_argument_global_mix,
src/ast/ast_derive_alias.cpp,534,argument_aliasing,function <var> result always aliases,DeriveAliasingVisitor::preVisit(ExprCall*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,555,argument_aliasing,function <var> result aliases argument <var>,DeriveAliasingVisitor::preVisit(ExprCall*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,564,argument_aliasing,function <var> result aliases argument <var>,DeriveAliasingVisitor::preVisit(ExprCall*),primary,invalid | argument | mix,invalid_argument_mix,
src/ast/ast_derive_alias.cpp,578,argument_aliasing,function <var> result aliases global variable <var> through function <var>,DeriveAliasingVisitor::preVisit(ExprCall*),primary,invalid | argument | global | mix,invalid_argument_global_mix,
src/ast/ast_derive_alias.cpp,593,argument_aliasing,function <var> result aliases global variable <var> through function <var>,DeriveAliasingVisitor::preVisit(ExprCall*),primary,invalid | argument | global | mix,invalid_argument_global_mix,
src/ast/ast_export.cpp,126,,internal error failed to add function <var>,RemoveUnusedSymbolsVisitor::RemoveUnusedSymbols,internal,internal | function,internal_function,missing cerr; suggest internal_error
src/ast/ast_export.cpp,133,,internal error failed to add variable <var>,RemoveUnusedSymbolsVisitor::RemoveUnusedSymbols,internal,internal | variable,internal_variable,missing cerr; suggest internal_error
src/ast/ast_lint.cpp,231,invalid_type,type expression result is used and not just passed,LintVisitor::reportUnsafeTypeExpressions,primary,invalid | type | expression,invalid_type_expression,
src/ast/ast_lint.cpp,247,only_fast_aot_no_cpp_name,<var> has no cppName while onlyFastAot option is set,LintVisitor::verifyOnlyFastAot,primary,missing | function | name,missing_function_name,
src/ast/ast_lint.cpp,258,invalid_name,invalid module name '<var>',LintVisitor::preVisitModule,primary,invalid | module | name,invalid_module_name,
src/ast/ast_lint.cpp,271,invalid_name,invalid type argument name '<var>',LintVisitor::lintType,primary,invalid | argument | name,invalid_argument_name,
src/ast/ast_lint.cpp,287,invalid_type,alias '<var>' is too big,LintVisitor::preVisitAlias,primary,exceeds | type_alias,exceeds_type_alias,
src/ast/ast_lint.cpp,295,invalid_name,invalid enumeration name '<var>',LintVisitor::preVisit(Enumeration*),primary,invalid | enumeration | name,invalid_enumeration_name,
src/ast/ast_lint.cpp,302,invalid_name,invalid enumeration value name '<var>',LintVisitor::preVisitEnumerationValue,primary,invalid | enumerator | name,invalid_enumerator_name,
src/ast/ast_lint.cpp,315,invalid_name,invalid structure name '<var>',LintVisitor::preVisit(Structure*),primary,invalid | structure | name,invalid_structure_name,
src/ast/ast_lint.cpp,319,invalid_type,structure '<var>' is too big,LintVisitor::preVisit(Structure*),primary,exceeds | structure,exceeds_structure,
src/ast/ast_lint.cpp,329,unsafe_function,unsafe in global initializer,LintVisitor::preVisitExpression,primary,unsafe | global,unsafe_global,
src/ast/ast_lint.cpp,341,unsafe_function,unsafe function '<var>',LintVisitor::preVisitExpression,primary,unsafe | function,unsafe_function,
src/ast/ast_lint.cpp,354,invalid_name,invalid structure field name <var>,LintVisitor::preVisitStructureField,primary,invalid | field | name,invalid_field_name,
